"name","venue","venue_address","date","time","venue_city","event_url","description","picture","price"
"Dinner On The Desert 2018","Desert Botanical Gardens","1201 N. Galvin Pkwy","04/28/2018","6:00 PM-11:30 PM","Phoenix","https://www.dbg.org/events/dinner-desert-2018","None","None","-1"
"Cinco de Moio ","Desert Botanical Gardens","1201 N. Galvin Pkwy","05/04/2018","7:00 PM-9:00 PM","Phoenix","https://www.dbg.org/events/cinco-de-moio","None","None","-1"
"Desert Night Cinema","Desert Botanical Gardens","1201 N. Galvin Pkwy","05/10/2018","6:30 PM-9:30 PM","Phoenix","https://www.dbg.org/events/desert-night-cinema","None","None","-1"
"National Public Garden's Day","Desert Botanical Gardens","1201 N. Galvin Pkwy","05/11/2018","7:00 AM-8:00 AM","Phoenix","https://www.dbg.org/events/national-public-gardens-day","None","None","-1"
"_________","Scottsdale Arts","7380 E. Second St. ","_________","_________","Scottsdale","http://tickets.scottsdalearts.org/default.aspx","Please review website for Scottsdale Arts manually. URL: http://tickets.scottsdalearts.org/default.aspx","_________","_________"
"_________","Maya Night Club","7333 Indian Pl.","_________","_________","Scottsdale","http://mayaclubaz.com/events/","Please review website for Maya Night Club manually. URL: http://mayaclubaz.com/events/","_________","_________"
"_________","Rusty Spur Saloon","7245 E. Main St","_________","_________","Scottsdale","https://rustyspursaloon.com/scottsdales-best-spot-for-live-country-entertainment/","Please review website for Rusty Spur Saloon manually. URL: https://rustyspursaloon.com/scottsdales-best-spot-for-live-country-entertainment/","_________","_________"
"_________","Twisted Lizard Tavern","10401 E McDowell Mountain Ranch Rd Ste 1","_________","_________","Scottsdale","https://www.twistedlizardtavern.com","Please review website for Twisted Lizard Tavern manually. URL: https://www.twistedlizardtavern.com","_________","_________"
"Cupcake! Crystal Ball -A Witches & Warlocks Themed Dance Party!","The Rogue Bar","423 N. Scottsdale Rd","4/13/2018","None","Scottsdale","None","Cupcake! Crystal Ball [A Witches & Warlocks Themed Dance Party!] Friday April 13th 9PM-2AM  21+  $6 EntryThe Rogue Bar | 423 N. Scottsdale Rd. Scottsdale, AZ 85257  Guest Warlock: DJ Zander  CUPCAKE! resident Witches & Warlocks: Self.Destrukt Betty Blackheart DJ //she// Performer: Rusty The Clown  CUPCAKE! GOGOS Crystal & Victoria PHOTOBOOTH by Larry Alan Roaming photos by Jeremiah TollerVideo by Julius CUPCAKES! Best dressed contest! DRINK SPECIALSGiveaways!  ELEKTRO  INDUSTRIAL  TECHNO  DARKWAVE  (((BASS)))FREE BEFORE 10:00 WITH ""Going"" RSVP [show your RSVP at the door] otherwise 6 bux FREE ENTRY FOR B-DAYS DURING THE MONTH OF APRIL [show your ID at the door, good for birthday guest only]INSTAGRAM: @cupcakeworship FACEBOOK: www.facebook.com/cupcakeworshipUse the hashtag #cupcakecakeworshipJoin our CUPCAKE! Facebook group to stay updated:https://www.facebook.com/groups/cupcake.worship.phoenix/ See photos of our past events here:https://www.facebook.com/pg/Cupcakeworship/photos/?ref=page_internalParty with a purpose! CUPCAKE! gives back to the community. Not only are we showcasing arts to the community, we give back! We have raised and donated money for causes such as Movember, Keep a Breast, Arizona animal welfare league, and the MISS Foundation.  DRESS CODE/THEME/SUGGESTED ATTIRE:  We don't have a dress code policy. We are a themed dance party so we encourage you to dress up in theme, plus a bonus for the themed photobooth and the best dressed contest.  Come in Fetish, Drag, Goth, ANYTHING you feel expresses who you are! (If you are a minimalist, please wear at least pasties and booty shorts) Creativity is highly encouraged.  Keep it dark - All black at the minimum. ","None","-1"
"LUST IN HELL - 5 Yr Anniversary Event !","The Rogue Bar","423 N. Scottsdale Rd","4/14/2018","None","Scottsdale","None","This Is 5 Years Of LUST So Far !!!The Agents Of LUST Have A Blow Out Event Planned For You This Time. Bands, Performances, Vendors, Giveaways, Epic Chaos And Epic Drink And Food Specials !! * PERFORMING THIS NIGHT !!!LUNA 13 ( CA, AZ )THE AUDIO VIRUS ( AZ, CA )CASKET SNATCH ( AZ )S.L.U.T. ( AZ )ACID TRASH ( AZ )DJ KEVIN VOID ( AZ )INANNA LeFAY AND KATARA OF VRAJA PRODUCTIONS ( AZ )CRYSTAL FROST AND VICTORIA JOELLE( AZ )REVEREND ELLIS'CLUSIVE ( AZ )GRINDER EXTRAORDINAIRE ACID WORMWOOD ( AZ )THE NAKED LIFE COACH ( AZ )CENTIPEDE ( AZ )DJ PLASTIC DISEASE ( AZ, CA )And THE AGENTS OF LUST ( AZ, CA, CO, NV ) * VENDING THIS NIGHT !!!SKULLS THAT BLOOM - HAIR ACCESSORIES PAGAN IDOLS * FOOD !!!SCRUMPTIOUS FOOD FROM DER WURST HOT DOGS  * DRINKS !!!FROM THOSE FANTASTIC ROGUE BAR TENDERS THAT YOU KNOW AND LOVE  * We Will Be Giving Away Bibles ( with some gifts inside  And Ladies Of LUST Condoms To All !* Encouraged Outfits - Be A Demon Or Be An Angel, Dress All In Black Or Just Cover Your Nipples And Genitals In Black Tape -This Night Is...LUST IN HELL, So Dress Like Your Visiting Hell !!!21+JUST $10.00 For The Night Of Your Life !!!We Will Drop Some Of Every Paid Admission To...FU*K CANCERWear Your OFFICIAL LUST SHIRT Or Show Your Official 2012 LUST Badge And Walk Right In - Like Always !!! Of Course - There Will Be A Fence. THIS IS NOW A TICKETED EVENT AND YOU WILL NEED A TICKET TO GET IN UNLESS YOU ARE A PERFORMER OR VENDOR - Unless You Have An Official LUST SHIRT Or 2012 LUST BADGE, Then You Can Walk Right In  . ","None","-1"
"The Psychedelephants Mini Southern AZ Tour Kickoff","The Rogue Bar","423 N. Scottsdale Rd","4/18/2018","None","Scottsdale","None","Doors at 8pm $5 21+ Psychadelephants The Bittersweet Way Ancient Egypt Mama Butane ","None","-1"
"Americas (CA), Rock n Roll Suicides (CA), Antiphony, Simple Malfunction","The Rogue Bar","423 N. Scottsdale Rd","4/19/2018","None","Scottsdale","None","Doors at 8pm 08:15  Rock and Roll Suicides (CA) 09:10  Antiphony 10:05  Americas (CA) 11:00  Simple Malfunction ","None","-1"
"Bloody Basin Presents: Love and War","The Rogue Bar","423 N. Scottsdale Rd","4/20/2018","None","Scottsdale","None","Doors at 8pm$5 21+Seductive spectacles & cheap thrills; a nite ritual loaded with bloody burlesque and sonic death! This month features performances from: Hex WaveLana Del RabiesAONThe Cult of the Yellow SignDahlia de la Nuit and Aluna ReignBriannin G& more! ","None","-1"
"OGmusic Presents: The Second Annual Stoner Jordan Smoke Out","The Rogue Bar","423 N. Scottsdale Rd","4/21/2018","None","Scottsdale","None","OGmusic Presents: The Second Annual  Stoner Jordan Smoke Out   Performances by:  BallOut Kings   Fortune  Habitat  KURU  Metronome  RawLife  Sick.Life  Tru barz the Lyricist  Un4gettaBle  Vito Blanco  Yungg Budde & Trev Clay  YungChazzMoney  Zona Muzix And more!!   4/21/18 at The Rogue Bar (423 N. Scottsdale, RD 85257) 21+ | Bar with ID | $10 at door 9 PM - 2 AM  Info | Www.OGmusicBooking.com | Tickets ","None","-1"
"DJ Tr3al, Mista White, Dooley KP, Sophia St. James/Dahlia de la Nuit/Aluna Reign","The Rogue Bar","423 N. Scottsdale Rd","4/22/2018","None","Scottsdale","None","Door at 8pm $10 21+ 09:00  Dooley KP 09:30  Mista White 10:00  Sophia St. James/Dahlia de la Nuit/Aluna Reign 11:00  Tr3al ","None","-1"
"Je Double F (NJ), General Anxiety, The Line Cutters, Birth of Monsters","The Rogue Bar","423 N. Scottsdale Rd","4/23/2018","None","Scottsdale","None","Doors at 8pm 08:30  Linecutters09:15  Je Double F10:00  General Anxiety11:00  Birth of Monsters ","None","-1"
"13th Floor Entertainment Presents: Savage Master, Bewitcher","The Rogue Bar","423 N. Scottsdale Rd","4/25/2018","None","Scottsdale","None","Doors at 8pm21+ 13th Floor Enteratinment Presents: Savage Master BewitcherNo YearEnemy Within ","None","-1"
"Waysted Youth (Tucson), AWG and the Disconnect, Silence the Voice, Western Star (MD), Exit Dream","The Rogue Bar","423 N. Scottsdale Rd","4/26/2018","None","Scottsdale","None","Doors at 7:30pm $5 21+ 08:00  AWG and the Disconnect 08:45  Silence the Voice  09:30  Exit Dream 10:30  Waysted Youth (Tucson) 11:45  Western Star (MD)    More details...     ","None","-1"
"Day Before Plastics, The Lonesome Wilderness, Brian Damage and the Memories, The Banter, Wurmfur","The Rogue Bar","423 N. Scottsdale Rd","4/27/2018","None","Scottsdale","None","Doors at 8pm $8 21+ 08:20  Brian Damage and the Memories 09:15  The Banter 10:10  The Lonesome Wilderness 11:05  DBP 12:00  Wurmfur ","None","-1"
"Pretty Years, Out of Print, Gladhammer, Mighty Unlisted, Cheeseburger Picnic","The Rogue Bar","423 N. Scottsdale Rd","4/28/2018","None","Scottsdale","None","Doors at 7pm $5 21+ 07:30  Out of Print 08:25  Gladhammer 09:20  Mighty Unlisted 10:15  Pretty Years 11:10  Cheeseburger Picnic ","None","-1"
"Black Pussy, Bad Funk, The Psychadelephants, Sara Robinson Band","The Rogue Bar","423 N. Scottsdale Rd","4/29/2018","None","Scottsdale","None","Description:Doors at 8pm$5 21+09:00  The Psychedelephants10:00  Bad Funk11:00  Black Pussy12:00  Sara Robinson Band ","None","-1"
"Ed Masuga (CA), Ben Anderson, Tim Barnett, Bryan Deister, Time Wanderers","The Rogue Bar","423 N. Scottsdale Rd","4/30/2018","None","Scottsdale","None","Doors at 7pm$5 21+ 07:20  Time Wanderers08:15  Ben Anderson09:10  Ed Masuga 10:05  Tim Barnett11:00  Bryan Deister ","None","-1"
"_________","Scottsdale Museum of the West","3830 N. Marshall Way","_________","_________","Scottsdale","http://scottsdalemuseumwest.org/visit/events-calendar/","Please review website for Scottsdale Museum of the West manually. URL: http://scottsdalemuseumwest.org/visit/events-calendar/","_________","_________"
"FYI: Trivia Night @SMoCA","Scottsdale Museum of Art","7374 E. Second st","4/20/2018","7:00","Scottsdale","https://smoca.org/event/fyi-trivia-night-smoca/","Comedian Anwar Newton hosts an evening rich with movie, TV and music references to test your pop culture IQ. Drop some knowledge on us to win prizes and beat Newton...","https://smoca.org/wp-content/uploads/2018/01/SMoCA_2018_FYI-Trivia-Night-at-SMoCA-280x255.jpg","-1"
"Documentary Video Art Festival","Scottsdale Museum of Art","7374 E. Second st","4/26/2018","7:00","Scottsdale","https://smoca.org/event/documentary-video-art-festival-6/","A showcase of experimental short videos highlighting social, cultural and personal topics. These artworks were produced by students in Documentary Video Art as part of the Intermedia program of the...","https://smoca.org/wp-content/uploads/2017/12/Doc-Fest-280x255.jpg","-1"
"Unwind @SMoCA","Scottsdale Museum of Art","7374 E. Second st","5/5/2018","9:30","Scottsdale","https://smoca.org/event/unwind-smoca/","Had a stressful week? Head over to SMoCA to unwind with an exclusive morning wind-down session with guided meditation in the James Turrell Knight Rise Skyspace, curator-led coloring activities with...","https://smoca.org/wp-content/uploads/2018/01/SMoCA_2018_Unwind-at-SMoCA-280x255.jpg","-1"
"Artist Talk: Claudio Dicochea","Scottsdale Museum of Art","7374 E. Second st","5/10/2018","7:00","Scottsdale","https://smoca.org/event/artist-talk-claudio-diochea/","Hear artist Claudio Dicochea talk about his exhibition Acid Baroque and its exploration of fandom, race, science, national identity, pop imagery and visual culture.","https://smoca.org/wp-content/uploads/2017/08/Claudio-Dicochea_de-la-Agente_Hi-Res-280x255.jpg","-1"
"_________","Experience Scottsdale","4343 Scottsdale Rd. Suite 170","_________","_________","Scottsdale","https://www.experiencescottsdale.com/events/","Please review website for Experience Scottsdale manually. URL: https://www.experiencescottsdale.com/events/","_________","_________"
"Southwest Shakespeare Presents Ladies in Waiting: The Judgement of Henry VIII","Frank Lloyd Wright Foundation","12621 Frank Lloyd Wright Ave","4/13/2018","None","Scottsdale","http://franklloydwright.org/event/ladies-waiting-judgement-henry-viii/","Whats a Tudor Monarch to do when he has to face all six of his wives in the afterlife? Ladies in Waiting finds King Henry VIII in a purgatory-like situation, where one by one he must confront and face off each of his wives. Through dark humor, devastating truths, sexy seductions, and powerful revelations, Henry comes face to face with what his legacy has become: one entirely defined by women.","http://1sd06y38jhbh1xhqve6fqmc1.wpengine.netdna-cdn.com/wp-content/uploads/2018/02/ladiesevent-1440x640.jpg","-1"
"Photographing Wright with Andrew Pielage  Intermediate Level","Frank Lloyd Wright Foundation","12621 Frank Lloyd Wright Ave","4/20/2018","None","Scottsdale","http://franklloydwright.org/event/photographing-wright-andrew-pielage-intermediate-level/","Intermediate Photography Workshops help participants take their photography to the next level. Also conducted in the desert landscape of Taliesin West, this workshop allows students to dive deeper into understanding changing light, how to properly scout a location and how to shoot architecture with any lens. ","http://1sd06y38jhbh1xhqve6fqmc1.wpengine.netdna-cdn.com/wp-content/uploads/2017/07/IMG_2468-1024x460.jpg","-1"
"Taliesin NextAZ H20 + Art","Frank Lloyd Wright Foundation","12621 Frank Lloyd Wright Ave","4/24/2018","None","Scottsdale","http://franklloydwright.org/event/taliesin-next-az-h20-art/","As Frank Lloyd Wrights enduring legacy continues to influence innovators to create a more beautiful and sustainable world, the Frank Lloyd Wright Foundation presents Taliesin Next, a new speaker series that explores how Wrights legacy can inform the future. The speakers of Taliesin Next present their ideas through a variety of perspectives as diverse as the great architects multifaceted legacy.","http://1sd06y38jhbh1xhqve6fqmc1.wpengine.netdna-cdn.com/wp-content/uploads/2018/02/TaliesinNextHeader_4.24-1024x460.png","-1"
"Taliesin NextArizona Storytellers: Home","Frank Lloyd Wright Foundation","12621 Frank Lloyd Wright Ave","4/25/2018","None","Scottsdale","http://franklloydwright.org/event/taliesin-next-arizona-storytellers/","As Frank Lloyd Wrights enduring legacy continues to influence innovators to create a more beautiful and sustainable world, the Frank Lloyd Wright Foundation presents Taliesin Next, a new speaker series that explores how Wrights legacy can inform the future. The speakers of Taliesin Next present their ideas through a variety of perspectives as diverse as the great architects multifaceted legacy.","http://1sd06y38jhbh1xhqve6fqmc1.wpengine.netdna-cdn.com/wp-content/uploads/2018/02/TaliesinNextHeader_4.25-1024x460.png","-1"
"Southwest Shakespeare Presents Bury the Hatchet","Frank Lloyd Wright Foundation","12621 Frank Lloyd Wright Ave","4/27/2018","None","Scottsdale","http://franklloydwright.org/event/bury-the-hatchet/","Lizzie Borden took an axe ... Andrew Borden and his wife Abby are found dead in Fall River, Massachusetts on the morning of August 4th, 1892. Their daughter Lizzie is the main suspect. Tried but acquitted of the crime, the story goes that she wielded the axe that killed them. Overnight, she becomes Americas original mad, bad and dangerous to know icon of tabloid and rumor. Set to prairie bluegrass music, and fusing folktale, nursery rhyme and Vaudevillian horror,  Bury the Hatchet will settle the age-old question: Did Lizzie escape the hangmans noose? And is Andrew and Abbys blood truly on her hands? This new work by London-based playwright Sasha Wilson will make its Western Hemisphere premiere at Taliesin West.","http://1sd06y38jhbh1xhqve6fqmc1.wpengine.netdna-cdn.com/wp-content/uploads/2018/02/hatchetheader-1024x460.jpg","-1"
"Taliesin NextDocumenting Wright","Frank Lloyd Wright Foundation","12621 Frank Lloyd Wright Ave","5/2/2018","None","Scottsdale","http://franklloydwright.org/event/taliesin-next-documenting-wright/","As Frank Lloyd Wrights enduring legacy continues to influence innovators to create a more beautiful and sustainable world, the Frank Lloyd Wright Foundation presents Taliesin Next, a new speaker series that explores how Wrights legacy can inform the future. The speakers of Taliesin Next present their ideas through a variety of perspectives as diverse as the great architects multifaceted legacy.","http://1sd06y38jhbh1xhqve6fqmc1.wpengine.netdna-cdn.com/wp-content/uploads/2018/02/TaliesinNextHeader_5.2-1024x460.png","-1"
